route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,ct_cardinal_direction
120,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515712__MCOB-DO:111:6:Sunday:1:25SEP:31005:1234567,"Lynnwood City Center Station",0,MCOB-DO:111:6:Sunday:1:25SEP:31005:1234567,120:131,1,1,W
120,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515713__MCOB-DO:111:6:Sunday:1:25SEP:31005:1234567,"UW Bothell/Cascadia College",1,MCOB-DO:111:6:Sunday:1:25SEP:31005:1234567,120:132,1,1,E
240,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515714__MCOB-DO:111:6:Sunday:1:25SEP:31002:1234567,"Stanwood",0,MCOB-DO:111:6:Sunday:1:25SEP:31002:1234567,240:68,1,1,W
220,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515715__MCOB-DO:111:6:Sunday:1:25SEP:31003:1234567,"Smokey Point",0,MCOB-DO:111:6:Sunday:1:25SEP:31003:1234567,220:49,1,1,W
220,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515716__MCOB-DO:111:6:Sunday:1:25SEP:31003:1234567,"Smokey Point",0,MCOB-DO:111:6:Sunday:1:25SEP:31003:1234567,220:49,1,1,W
220,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515717__MCOB-DO:111:6:Sunday:1:25SEP:31002:1234567,"Smokey Point",0,MCOB-DO:111:6:Sunday:1:25SEP:31002:1234567,220:49,1,1,W
220,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515718__MCOB-DO:111:6:Sunday:1:25SEP:31001:1234567,"Smokey Point",0,MCOB-DO:111:6:Sunday:1:25SEP:31001:1234567,220:49,1,1,W
220,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515719__MCOB-DO:111:6:Sunday:1:25SEP:31003:1234567,"Smokey Point",0,MCOB-DO:111:6:Sunday:1:25SEP:31003:1234567,220:49,1,1,W
220,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515720__MCOB-DO:111:6:Sunday:1:25SEP:31003:1234567,"Smokey Point",0,MCOB-DO:111:6:Sunday:1:25SEP:31003:1234567,220:49,1,1,W
220,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515721__MCOB-DO:111:6:Sunday:1:25SEP:31002:1234567,"Smokey Point",0,MCOB-DO:111:6:Sunday:1:25SEP:31002:1234567,220:49,1,1,W
220,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515722__MCOB-DO:111:6:Sunday:1:25SEP:31002:1234567,"Smokey Point",0,MCOB-DO:111:6:Sunday:1:25SEP:31002:1234567,220:49,1,1,W
220,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515723__MCOB-DO:111:6:Sunday:1:25SEP:31001:1234567,"Smokey Point",0,MCOB-DO:111:6:Sunday:1:25SEP:31001:1234567,220:49,1,1,W
220,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515724__MCOB-DO:111:6:Sunday:1:25SEP:31001:1234567,"Smokey Point",0,MCOB-DO:111:6:Sunday:1:25SEP:31001:1234567,220:49,1,1,W
220,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515725__MCOB-DO:111:6:Sunday:1:25SEP:31003:1234567,"Smokey Point",0,MCOB-DO:111:6:Sunday:1:25SEP:31003:1234567,220:49,1,1,W
220,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515726__MCOB-DO:111:6:Sunday:1:25SEP:31002:1234567,"Smokey Point",0,MCOB-DO:111:6:Sunday:1:25SEP:31002:1234567,220:49,1,1,W
220,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515727__MCOB-DO:111:6:Sunday:1:25SEP:31002:1234567,"Smokey Point",0,MCOB-DO:111:6:Sunday:1:25SEP:31002:1234567,220:49,1,1,W
120,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515728__MCOB-DO:111:6:Sunday:1:25SEP:31004:1234567,"Lynnwood City Center Station",0,MCOB-DO:111:6:Sunday:1:25SEP:31004:1234567,120:131,1,1,W
120,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515729__MCOB-DO:111:6:Sunday:1:25SEP:31005:1234567,"Lynnwood City Center Station",0,MCOB-DO:111:6:Sunday:1:25SEP:31005:1234567,120:131,1,1,W
120,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515730__MCOB-DO:111:6:Sunday:1:25SEP:31004:1234567,"Lynnwood City Center Station",0,MCOB-DO:111:6:Sunday:1:25SEP:31004:1234567,120:131,1,1,W
120,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515731__MCOB-DO:111:6:Sunday:1:25SEP:31005:1234567,"Lynnwood City Center Station",0,MCOB-DO:111:6:Sunday:1:25SEP:31005:1234567,120:131,1,1,W
120,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515732__MCOB-DO:111:6:Sunday:1:25SEP:31005:1234567,"Lynnwood City Center Station",0,MCOB-DO:111:6:Sunday:1:25SEP:31005:1234567,120:131,1,1,W
120,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515733__MCOB-DO:111:6:Sunday:1:25SEP:31004:1234567,"Lynnwood City Center Station",0,MCOB-DO:111:6:Sunday:1:25SEP:31004:1234567,120:131,1,1,W
120,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515734__MCOB-DO:111:6:Sunday:1:25SEP:31005:1234567,"Lynnwood City Center Station",0,MCOB-DO:111:6:Sunday:1:25SEP:31005:1234567,120:131,1,1,W
120,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515735__MCOB-DO:111:6:Sunday:1:25SEP:31004:1234567,"UW Bothell/Cascadia College",1,MCOB-DO:111:6:Sunday:1:25SEP:31004:1234567,120:132,1,1,E
120,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515736__MCOB-DO:111:6:Sunday:1:25SEP:31004:1234567,"Lynnwood City Center Station",0,MCOB-DO:111:6:Sunday:1:25SEP:31004:1234567,120:131,1,1,W
120,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515737__MCOB-DO:111:6:Sunday:1:25SEP:31005:1234567,"Lynnwood City Center Station",0,MCOB-DO:111:6:Sunday:1:25SEP:31005:1234567,120:131,1,1,W
120,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515738__MCOB-DO:111:6:Sunday:1:25SEP:31004:1234567,"Lynnwood City Center Station",0,MCOB-DO:111:6:Sunday:1:25SEP:31004:1234567,120:131,1,1,W
120,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515739__MCOB-DO:111:6:Sunday:1:25SEP:31005:1234567,"Lynnwood City Center Station",0,MCOB-DO:111:6:Sunday:1:25SEP:31005:1234567,120:131,1,1,W
120,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515740__MCOB-DO:111:6:Sunday:1:25SEP:31004:1234567,"Lynnwood City Center Station",0,MCOB-DO:111:6:Sunday:1:25SEP:31004:1234567,120:131,1,1,W
120,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515741__MCOB-DO:111:6:Sunday:1:25SEP:31005:1234567,"UW Bothell/Cascadia College",1,MCOB-DO:111:6:Sunday:1:25SEP:31005:1234567,120:132,1,1,E
120,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515742__MCOB-DO:111:6:Sunday:1:25SEP:31005:1234567,"UW Bothell/Cascadia College",1,MCOB-DO:111:6:Sunday:1:25SEP:31005:1234567,120:132,1,1,E
120,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515743__MCOB-DO:111:6:Sunday:1:25SEP:31005:1234567,"UW Bothell/Cascadia College",1,MCOB-DO:111:6:Sunday:1:25SEP:31005:1234567,120:132,1,1,E
120,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515744__MCOB-DO:111:6:Sunday:1:25SEP:31005:1234567,"UW Bothell/Cascadia College",1,MCOB-DO:111:6:Sunday:1:25SEP:31005:1234567,120:132,1,1,E
120,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515745__MCOB-DO:111:6:Sunday:1:25SEP:31005:1234567,"UW Bothell/Cascadia College",1,MCOB-DO:111:6:Sunday:1:25SEP:31005:1234567,120:132,1,1,E
120,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515746__MCOB-DO:111:6:Sunday:1:25SEP:31004:1234567,"UW Bothell/Cascadia College",1,MCOB-DO:111:6:Sunday:1:25SEP:31004:1234567,120:132,1,1,E
120,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515747__MCOB-DO:111:6:Sunday:1:25SEP:31004:1234567,"UW Bothell/Cascadia College",1,MCOB-DO:111:6:Sunday:1:25SEP:31004:1234567,120:132,1,1,E
120,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515748__MCOB-DO:111:6:Sunday:1:25SEP:31004:1234567,"UW Bothell/Cascadia College",1,MCOB-DO:111:6:Sunday:1:25SEP:31004:1234567,120:132,1,1,E
120,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515749__MCOB-DO:111:6:Sunday:1:25SEP:31004:1234567,"UW Bothell/Cascadia College",1,MCOB-DO:111:6:Sunday:1:25SEP:31004:1234567,120:132,1,1,E
120,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515750__MCOB-DO:111:6:Sunday:1:25SEP:31005:1234567,"UW Bothell/Cascadia College",1,MCOB-DO:111:6:Sunday:1:25SEP:31005:1234567,120:132,1,1,E
130,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515751__MCOB-DO:111:6:Sunday:1:25SEP:41013:1234567,"Lynnwood City Center Station",1,MCOB-DO:111:6:Sunday:1:25SEP:41013:1234567,130:151,1,1,E
130,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515752__MCOB-DO:111:6:Sunday:1:25SEP:41004:1234567,"Lynnwood City Center Station",1,MCOB-DO:111:6:Sunday:1:25SEP:41004:1234567,130:151,1,1,E
130,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515753__MCOB-DO:111:6:Sunday:1:25SEP:41018:1234567,"Lynnwood City Center Station",1,MCOB-DO:111:6:Sunday:1:25SEP:41018:1234567,130:151,1,1,E
130,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515754__MCOB-DO:111:6:Sunday:1:25SEP:41013:1234567,"Lynnwood City Center Station",1,MCOB-DO:111:6:Sunday:1:25SEP:41013:1234567,130:151,1,1,E
130,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515755__MCOB-DO:111:6:Sunday:1:25SEP:41004:1234567,"Lynnwood City Center Station",1,MCOB-DO:111:6:Sunday:1:25SEP:41004:1234567,130:151,1,1,E
130,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515756__MCOB-DO:111:6:Sunday:1:25SEP:41018:1234567,"Lynnwood City Center Station",1,MCOB-DO:111:6:Sunday:1:25SEP:41018:1234567,130:151,1,1,E
130,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515757__MCOB-DO:111:6:Sunday:1:25SEP:41013:1234567,"Lynnwood City Center Station",1,MCOB-DO:111:6:Sunday:1:25SEP:41013:1234567,130:151,1,1,E
130,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515758__MCOB-DO:111:6:Sunday:1:25SEP:41004:1234567,"Lynnwood City Center Station",1,MCOB-DO:111:6:Sunday:1:25SEP:41004:1234567,130:151,1,1,E
130,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515759__MCOB-DO:111:6:Sunday:1:25SEP:41018:1234567,"Lynnwood City Center Station",1,MCOB-DO:111:6:Sunday:1:25SEP:41018:1234567,130:151,1,1,E
130,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515760__MCOB-DO:111:6:Sunday:1:25SEP:41013:1234567,"Lynnwood City Center Station",1,MCOB-DO:111:6:Sunday:1:25SEP:41013:1234567,130:151,1,1,E
130,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515761__MCOB-DO:111:6:Sunday:1:25SEP:41013:1234567,"Edmonds",0,MCOB-DO:111:6:Sunday:1:25SEP:41013:1234567,130:150,1,1,W
130,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515762__MCOB-DO:111:6:Sunday:1:25SEP:41018:1234567,"Lynnwood City Center Station",1,MCOB-DO:111:6:Sunday:1:25SEP:41018:1234567,130:151,1,1,E
130,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515763__MCOB-DO:111:6:Sunday:1:25SEP:41004:1234567,"Lynnwood City Center Station",1,MCOB-DO:111:6:Sunday:1:25SEP:41004:1234567,130:151,1,1,E
202,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515764__MCOB-DO:111:6:Sunday:1:25SEP:41026:1234567,"Smokey Point",1,MCOB-DO:111:6:Sunday:1:25SEP:41026:1234567,202:112,1,1,N
130,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515765__MCOB-DO:111:6:Sunday:1:25SEP:41013:1234567,"Lynnwood City Center Station",1,MCOB-DO:111:6:Sunday:1:25SEP:41013:1234567,130:151,1,1,E
202,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515766__MCOB-DO:111:6:Sunday:1:25SEP:61001:1234567,"Smokey Point",1,MCOB-DO:111:6:Sunday:1:25SEP:61001:1234567,202:112,1,1,N
130,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515767__MCOB-DO:111:6:Sunday:1:25SEP:41018:1234567,"Edmonds",0,MCOB-DO:111:6:Sunday:1:25SEP:41018:1234567,130:150,1,1,W
130,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515768__MCOB-DO:111:6:Sunday:1:25SEP:41004:1234567,"Edmonds",0,MCOB-DO:111:6:Sunday:1:25SEP:41004:1234567,130:150,1,1,W
202,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515769__MCOB-DO:111:6:Sunday:1:25SEP:61003:1234567,"Smokey Point",1,MCOB-DO:111:6:Sunday:1:25SEP:61003:1234567,202:112,1,1,N
202,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515770__MCOB-DO:111:6:Sunday:1:25SEP:61005:1234567,"Smokey Point",1,MCOB-DO:111:6:Sunday:1:25SEP:61005:1234567,202:112,1,1,N
130,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515771__MCOB-DO:111:6:Sunday:1:25SEP:41013:1234567,"Edmonds",0,MCOB-DO:111:6:Sunday:1:25SEP:41013:1234567,130:150,1,1,W
202,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515772__MCOB-DO:111:6:Sunday:1:25SEP:41026:1234567,"Smokey Point",1,MCOB-DO:111:6:Sunday:1:25SEP:41026:1234567,202:112,1,1,N
130,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515773__MCOB-DO:111:6:Sunday:1:25SEP:41018:1234567,"Edmonds",0,MCOB-DO:111:6:Sunday:1:25SEP:41018:1234567,130:150,1,1,W
130,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515774__MCOB-DO:111:6:Sunday:1:25SEP:41013:1234567,"Edmonds",0,MCOB-DO:111:6:Sunday:1:25SEP:41013:1234567,130:150,1,1,W
130,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515775__MCOB-DO:111:6:Sunday:1:25SEP:41004:1234567,"Edmonds",0,MCOB-DO:111:6:Sunday:1:25SEP:41004:1234567,130:150,1,1,W
202,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515776__MCOB-DO:111:6:Sunday:1:25SEP:61004:1234567,"Smokey Point",1,MCOB-DO:111:6:Sunday:1:25SEP:61004:1234567,202:112,1,1,N
202,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515777__MCOB-DO:111:6:Sunday:1:25SEP:61001:1234567,"Smokey Point",1,MCOB-DO:111:6:Sunday:1:25SEP:61001:1234567,202:112,1,1,N
130,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515778__MCOB-DO:111:6:Sunday:1:25SEP:41018:1234567,"Edmonds",0,MCOB-DO:111:6:Sunday:1:25SEP:41018:1234567,130:150,1,1,W
130,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515779__MCOB-DO:111:6:Sunday:1:25SEP:41004:1234567,"Edmonds",0,MCOB-DO:111:6:Sunday:1:25SEP:41004:1234567,130:150,1,1,W
202,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515780__MCOB-DO:111:6:Sunday:1:25SEP:61002:1234567,"Smokey Point",1,MCOB-DO:111:6:Sunday:1:25SEP:61002:1234567,202:112,1,1,N
130,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515781__MCOB-DO:111:6:Sunday:1:25SEP:41013:1234567,"Edmonds",0,MCOB-DO:111:6:Sunday:1:25SEP:41013:1234567,130:150,1,1,W
202,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515782__MCOB-DO:111:6:Sunday:1:25SEP:61007:1234567,"Smokey Point",1,MCOB-DO:111:6:Sunday:1:25SEP:61007:1234567,202:112,1,1,N
202,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515783__MCOB-DO:111:6:Sunday:1:25SEP:61008:1234567,"Smokey Point",1,MCOB-DO:111:6:Sunday:1:25SEP:61008:1234567,202:112,1,1,N
130,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515784__MCOB-DO:111:6:Sunday:1:25SEP:41004:1234567,"Edmonds",0,MCOB-DO:111:6:Sunday:1:25SEP:41004:1234567,130:150,1,1,W
202,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515785__MCOB-DO:111:6:Sunday:1:25SEP:61005:1234567,"Smokey Point",1,MCOB-DO:111:6:Sunday:1:25SEP:61005:1234567,202:112,1,1,N
202,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515786__MCOB-DO:111:6:Sunday:1:25SEP:61006:1234567,"Smokey Point",1,MCOB-DO:111:6:Sunday:1:25SEP:61006:1234567,202:112,1,1,N
202,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515787__MCOB-DO:111:6:Sunday:1:25SEP:61009:1234567,"Smokey Point",1,MCOB-DO:111:6:Sunday:1:25SEP:61009:1234567,202:112,1,1,N
130,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515788__MCOB-DO:111:6:Sunday:1:25SEP:41018:1234567,"Edmonds",0,MCOB-DO:111:6:Sunday:1:25SEP:41018:1234567,130:150,1,1,W
130,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515789__MCOB-DO:111:6:Sunday:1:25SEP:41013:1234567,"Edmonds",0,MCOB-DO:111:6:Sunday:1:25SEP:41013:1234567,130:150,1,1,W
220,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515790__MCOB-DO:111:6:Sunday:1:25SEP:31003:1234567,"Arlington",1,MCOB-DO:111:6:Sunday:1:25SEP:31003:1234567,220:50,1,1,E
202,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515791__MCOB-DO:111:6:Sunday:1:25SEP:41026:1234567,"Lynnwood City Center Station",0,MCOB-DO:111:6:Sunday:1:25SEP:41026:1234567,202:111,1,1,S
202,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515792__MCOB-DO:111:6:Sunday:1:25SEP:61005:1234567,"Lynnwood City Center Station",0,MCOB-DO:111:6:Sunday:1:25SEP:61005:1234567,202:111,1,1,S
220,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515793__MCOB-DO:111:6:Sunday:1:25SEP:31002:1234567,"Arlington",1,MCOB-DO:111:6:Sunday:1:25SEP:31002:1234567,220:50,1,1,E
240,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515794__MCOB-DO:111:6:Sunday:1:25SEP:31002:1234567,"Stanwood",0,MCOB-DO:111:6:Sunday:1:25SEP:31002:1234567,240:68,1,1,W
220,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515795__MCOB-DO:111:6:Sunday:1:25SEP:31001:1234567,"Arlington",1,MCOB-DO:111:6:Sunday:1:25SEP:31001:1234567,220:50,1,1,E
202,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515796__MCOB-DO:111:6:Sunday:1:25SEP:61008:1234567,"Lynnwood City Center Station",0,MCOB-DO:111:6:Sunday:1:25SEP:61008:1234567,202:111,1,1,S
220,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515797__MCOB-DO:111:6:Sunday:1:25SEP:31003:1234567,"Arlington",1,MCOB-DO:111:6:Sunday:1:25SEP:31003:1234567,220:50,1,1,E
202,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515798__MCOB-DO:111:6:Sunday:1:25SEP:61006:1234567,"Lynnwood City Center Station",0,MCOB-DO:111:6:Sunday:1:25SEP:61006:1234567,202:111,1,1,S
220,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515799__MCOB-DO:111:6:Sunday:1:25SEP:31002:1234567,"Arlington",1,MCOB-DO:111:6:Sunday:1:25SEP:31002:1234567,220:50,1,1,E
240,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515800__MCOB-DO:111:6:Sunday:1:25SEP:31003:1234567,"Stanwood",0,MCOB-DO:111:6:Sunday:1:25SEP:31003:1234567,240:68,1,1,W
202,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515801__MCOB-DO:111:6:Sunday:1:25SEP:61005:1234567,"Lynnwood City Center Station",0,MCOB-DO:111:6:Sunday:1:25SEP:61005:1234567,202:111,1,1,S
202,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515802__MCOB-DO:111:6:Sunday:1:25SEP:61003:1234567,"Lynnwood City Center Station",0,MCOB-DO:111:6:Sunday:1:25SEP:61003:1234567,202:111,1,1,S
220,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515803__MCOB-DO:111:6:Sunday:1:25SEP:31003:1234567,"Arlington",1,MCOB-DO:111:6:Sunday:1:25SEP:31003:1234567,220:50,1,1,E
202,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515804__MCOB-DO:111:6:Sunday:1:25SEP:61004:1234567,"Lynnwood City Center Station",0,MCOB-DO:111:6:Sunday:1:25SEP:61004:1234567,202:111,1,1,S
202,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515805__MCOB-DO:111:6:Sunday:1:25SEP:41026:1234567,"Lynnwood City Center Station",0,MCOB-DO:111:6:Sunday:1:25SEP:41026:1234567,202:111,1,1,S
220,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515806__MCOB-DO:111:6:Sunday:1:25SEP:31001:1234567,"Arlington",1,MCOB-DO:111:6:Sunday:1:25SEP:31001:1234567,220:50,1,1,E
202,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515807__MCOB-DO:111:6:Sunday:1:25SEP:61001:1234567,"Lynnwood City Center Station",0,MCOB-DO:111:6:Sunday:1:25SEP:61001:1234567,202:111,1,1,S
240,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515808__MCOB-DO:111:6:Sunday:1:25SEP:31002:1234567,"Stanwood",0,MCOB-DO:111:6:Sunday:1:25SEP:31002:1234567,240:68,1,1,W
202,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515809__MCOB-DO:111:6:Sunday:1:25SEP:61007:1234567,"Lynnwood City Center Station",0,MCOB-DO:111:6:Sunday:1:25SEP:61007:1234567,202:111,1,1,S
202,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515810__MCOB-DO:111:6:Sunday:1:25SEP:61002:1234567,"Lynnwood City Center Station",0,MCOB-DO:111:6:Sunday:1:25SEP:61002:1234567,202:111,1,1,S
220,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515811__MCOB-DO:111:6:Sunday:1:25SEP:31003:1234567,"Arlington",1,MCOB-DO:111:6:Sunday:1:25SEP:31003:1234567,220:50,1,1,E
202,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515812__MCOB-DO:111:6:Sunday:1:25SEP:61008:1234567,"Lynnwood City Center Station",0,MCOB-DO:111:6:Sunday:1:25SEP:61008:1234567,202:111,1,1,S
220,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515813__MCOB-DO:111:6:Sunday:1:25SEP:31002:1234567,"Arlington",1,MCOB-DO:111:6:Sunday:1:25SEP:31002:1234567,220:50,1,1,E
220,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515814__MCOB-DO:111:6:Sunday:1:25SEP:31002:1234567,"Arlington",1,MCOB-DO:111:6:Sunday:1:25SEP:31002:1234567,220:50,1,1,E
240,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515815__MCOB-DO:111:6:Sunday:1:25SEP:31001:1234567,"Smokey Point",1,MCOB-DO:111:6:Sunday:1:25SEP:31001:1234567,240:69,1,1,E
240,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515816__MCOB-DO:111:6:Sunday:1:25SEP:31003:1234567,"Stanwood",0,MCOB-DO:111:6:Sunday:1:25SEP:31003:1234567,240:68,1,1,W
202,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515817__MCOB-DO:111:6:Sunday:1:25SEP:61005:1234567,"Lynnwood City Center Station",0,MCOB-DO:111:6:Sunday:1:25SEP:61005:1234567,202:111,1,1,S
220,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515818__MCOB-DO:111:6:Sunday:1:25SEP:31003:1234567,"Arlington",1,MCOB-DO:111:6:Sunday:1:25SEP:31003:1234567,220:50,1,1,E
240,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515819__MCOB-DO:111:6:Sunday:1:25SEP:31002:1234567,"Smokey Point",1,MCOB-DO:111:6:Sunday:1:25SEP:31002:1234567,240:69,1,1,E
240,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515820__MCOB-DO:111:6:Sunday:1:25SEP:31003:1234567,"Smokey Point",1,MCOB-DO:111:6:Sunday:1:25SEP:31003:1234567,240:69,1,1,E
240,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515821__MCOB-DO:111:6:Sunday:1:25SEP:31001:1234567,"Smokey Point",1,MCOB-DO:111:6:Sunday:1:25SEP:31001:1234567,240:69,1,1,E
240,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515822__MCOB-DO:111:6:Sunday:1:25SEP:31002:1234567,"Smokey Point",1,MCOB-DO:111:6:Sunday:1:25SEP:31002:1234567,240:69,1,1,E
240,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515823__MCOB-DO:111:6:Sunday:1:25SEP:31003:1234567,"Smokey Point",1,MCOB-DO:111:6:Sunday:1:25SEP:31003:1234567,240:69,1,1,E
120,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515824__MCOB-DO:111:6:Sunday:1:25SEP:31004:1234567,"UW Bothell/Cascadia College",1,MCOB-DO:111:6:Sunday:1:25SEP:31004:1234567,120:132,1,1,E
109,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515825__MCOB-DO:111:6:Sunday:1:25SEP:41031:1234567,"Lake Stevens",1,MCOB-DO:111:6:Sunday:1:25SEP:41031:1234567,109:97,1,1,N
209,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515826__MCOB-DO:111:6:Sunday:1:25SEP:41031:1234567,"Smokey Point",1,MCOB-DO:111:6:Sunday:1:25SEP:41031:1234567,209:111,1,1,N
209,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515827__MCOB-DO:111:6:Sunday:1:25SEP:41030:1234567,"Smokey Point",1,MCOB-DO:111:6:Sunday:1:25SEP:41030:1234567,209:111,1,1,N
209,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515828__MCOB-DO:111:6:Sunday:1:25SEP:41031:1234567,"Lake Stevens",0,MCOB-DO:111:6:Sunday:1:25SEP:41031:1234567,209:112,1,1,S
109,MCOB-DO:111:6:Sunday:1:25SEP:1234567,13515829__MCOB-DO:111:6:Sunday:1:25SEP:41024:1234567,"Lake Stevens",1,MCOB-DO:111:6:Sunday:1:25SEP:41024:1234567,109:97,1,1,N
